,m49_un1,1996_area,2007_area,2008_area,2009_area,2010_area,2015_area,2016_area,2017_area,2018_area,2019_area,2020_area
104,704,196197.71636384676,191390.008219053,188598.66510733817,188262.58318967605,187939.65422428958,187048.4645635807,185811.62395463974,185737.1780342561,186652.55634509295,186912.4979360638,186953.93940497312
105,706,3679.3940636096136,3603.5354372777965,3573.9077912871667,3575.6137021088034,3568.3994565566804,3555.5394005584685,3555.5094772746284,3553.8925569849507,3554.238968011673,3534.529341847597,3514.74192399037
106,710,2565.9775923610187,2622.3168814597134,2603.333339074952,2600.72605853345,2611.9437486986462,2644.2627158067353,2627.408107066766,2637.829993896953,2648.4189687487196,2661.574351332226,2643.174222014869
107,729,1770.4729881874528,1340.779441320552,1187.4108145159921,1151.1300456357246,1091.4132376138389,1009.6474228068586,969.6445378958076,997.2217088049047,994.028295678673,950.6875883514941,938.8260722896155
108,740,75597.01999033039,75349.73080360789,76409.77522574888,76827.71998288782,78507.29547623378,80868.48183713897,81492.62915621273,80770.11316328695,80568.53797489886,80460.1119662139,79677.40398208443
109,764,259813.1836173635,252996.98247829956,248572.27247383338,247719.56259343371,247971.92555094432,248133.12486451602,248361.07383486335,249483.9260124211,249269.44262826612,250636.72693973538,252794.86560026443
110,768,34.56721579850689,30.773121375781564,28.201169945885432,28.440090625614985,29.627487210774863,28.58798916016656,27.844501250920647,28.969154997095043,28.165777660228688,30.067181888320224,32.686821438283204
111,776,1055.1859767318538,1046.0373355027832,1051.0518054546762,1063.850152141451,1068.478994630918,1080.458772065844,1080.6675690514012,1075.5182970159924,1067.7187833893527,1057.5248896229552,1043.0925629376097
112,780,8307.319486996392,8258.734142136384,8239.37476687516,8241.887959661884,8257.266549705224,8248.063869344433,8227.782247137817,8223.802912462761,8309.164879711294,8344.8198807525,8223.148669576602
113,784,7583.587704775777,7954.618045191628,8407.542612439525,8218.573066416777,7707.013163353764,7275.055119650495,7195.177977120463,7326.579829590702,7423.292493890033,7456.507276256973,7445.578198697889
114,796,1652.6728883679189,1474.8233072664716,1384.5249842359635,1374.3319446300156,1347.7878483731643,1361.125194120639,1359.1875568916234,1363.840385659174,1364.5127219965407,1385.7173188794857,1384.8725831863173
115,798,8.911715002600111,8.911715002600111,8.911715002600111,8.911715002600111,8.911715002600111,8.911715002600111,8.911715002600111,8.911715002600111,8.911715002600111,8.911715002600111,8.911715002600111
116,818,293.9134990137634,217.75321787922243,202.60542458531526,202.42808016540238,201.5678920136894,198.62321932392675,200.2323512295931,201.7934994890775,204.89158245361006,206.99305247051552,223.53621565123373
117,834,113659.21603441787,112527.0718052939,111756.43948307213,111938.15267858132,111652.54214704943,111385.33824908012,110913.66362691364,110879.68559760478,111510.39813246936,111742.89088054207,110755.6728748248
118,840,237264.64504235625,236070.06122881186,234280.80394689122,234325.6401893372,231586.90738416463,228317.5325848961,227366.34711500426,227225.32187457345,227884.1448092843,229470.8298692997,230511.74949454435
119,850,248.8824210099591,239.18986992739013,237.64416091883098,239.17448546385054,241.6768112031076,250.58527335734107,249.24246342670187,251.1669958949819,249.11866388489386,249.8258359605628,247.80840225320844
120,862,285394.8697447032,284499.2617050387,283519.4639006957,283384.3638279298,283221.12292277307,283509.0256303002,283381.2817875428,284088.8931808836,284842.6333469381,285284.3971965889,285001.813049101
121,876,22.554390305372184,22.554390305372184,22.554390305372184,22.554390305372184,22.554390305372184,22.554390305372184,22.554390305372184,22.554390305372184,22.554390305372184,22.554390305372184,22.554390305372184
122,882,233.95106734105536,236.97394041812103,239.0795609798186,240.04120297799966,238.68228959133185,236.7991956131544,234.70220626507285,233.1696177185689,229.62213651934516,231.2795513654793,232.1841711803856
123,887,2046.4279426339797,1860.2980417674798,1770.901786299532,1776.014663696441,1772.7771037195369,1760.332360434763,1722.5486949643675,1710.4218876588757,1677.1122102610498,1687.3556539078247,1647.1184543259828
124,999,163.43415793505267,177.03819961573814,179.7934997726196,179.51306731220453,184.35236395148584,181.88764752842462,165.10871642164267,158.0828124589405,151.47367561646158,146.9291732262984,147.79136900493367
125,1025,632.0874219033537,632.0874219033537,632.0874219033537,632.0874219033537,632.0874219033537,632.0874219033537,632.0874219033537,632.0874219033537,632.0874219033537,632.0874219033537,632.0874219033537
