,index,region,name,2007_count_gain,2008_count_gain,2009_count_gain,2010_count_gain,2015_count_gain,2016_count_gain,2017_count_gain,2018_count_gain,2019_count_gain,2020_count_gain,2007_area_gain,2008_area_gain,2009_area_gain,2010_area_gain,2015_area_gain,2016_area_gain,2017_area_gain,2018_area_gain,2019_area_gain,2020_area_gain,2007_count_loss,2008_count_loss,2009_count_loss,2010_count_loss,2015_count_loss,2016_count_loss,2017_count_loss,2018_count_loss,2019_count_loss,2020_count_loss,2007_area_loss,2008_area_loss,2009_area_loss,2010_area_loss,2015_area_loss,2016_area_loss,2017_area_loss,2018_area_loss,2019_area_loss,2020_area_loss
53,118,FSM,Micronesia (Federated States of),252,272,246,79,18,18,18,18,310,324,15.16500163638655,16.36443261672157,14.798878412862727,4.742366659905819,1.0840544965470964,1.0840544965470964,1.0840544965470964,1.0840544965470964,18.70037764818158,19.545067984292974,5940,6316,6507,1517,339,339,339,339,5984,6506,357.95212941000074,380.4997661872992,392.06093483791904,91.06164517391869,20.421343285366408,20.421343285366408,20.421343285366408,20.421343285366408,361.0650072704539,392.5654754733217
54,124,MOZ,Mozambique,81276,120089,122235,124436,132126,140189,149288,169182,175235,160808,4679.799389560816,6917.247753160242,7041.210732620636,7166.592259912335,7607.641682703642,8070.2515480367165,8594.186617862373,9743.111377104702,10093.585868569315,9265.792593017133,130664,263845,301458,318302,329742,344174,342281,377809,437815,521364,7530.459109784869,15208.442949403918,17372.062012588754,18337.87376695582,18998.924294778695,19835.844410185735,19725.712210663627,21744.82774379661,25207.42003965997,30043.27709000611
55,125,MMR,Myanmar,197594,269265,293834,303895,324321,341772,370883,416024,429934,429193,11521.387109740077,15693.945973346594,17116.43369418877,17700.69085078322,18887.414243134386,19899.14846252685,21593.720751335328,24215.2140495476,25016.919943004825,24957.20450417257,776116,1002005,976740,1073561,1338277,1384483,1367624,1426178,1437094,1299988,44624.45159683374,57676.86932448399,56238.33325264548,61835.94167907033,77156.49179792401,79843.51331964883,78894.44169836676,82335.63603931191,83019.78703435582,75164.50860519057
56,129,NLD,Netherlands,5,7,8,9,10,10,13,11,10,10,0.2973396929315351,0.4162765441913901,0.4757439330776604,0.5351290110668944,0.5945967375448902,0.5945953385954413,0.7729950448272368,0.654060605082934,0.5945940365416595,0.5945940365416595,584,738,794,909,1001,1066,1039,1057,1078,1048,34.726313795777926,43.88343120923348,47.213700251371684,54.05279646842195,59.523854838433934,63.38922447205916,61.783660197893205,62.85367353327026,64.10246538686718,62.31877838401523
57,130,NZL,New Zealand,42391,51040,53831,55995,58070,60485,62181,63650,65580,65955,2085.538462482663,2510.8999082501273,2647.4162755099155,2753.2603321878673,2856.3836351229324,2977.2444058657593,3061.725383466941,3135.2132300831427,3229.541780007516,3245.3969265746264,22238,31164,30374,32243,34088,37794,39126,38988,43890,52719,1090.3281562847637,1531.4174118528413,1494.617641194192,1588.0702927255072,1677.6913262999176,1858.7807283175869,1924.4157606064541,1915.9432024771902,2159.056907842576,2596.786698733761
58,131,NIC,Nicaragua,47252,66298,72546,66176,40685,32082,36914,41025,42773,40341,2800.453724725854,3928.7325797828307,4298.749293033422,3921.275237385633,2409.711279307474,1899.427262949128,2185.391799662134,2427.649588686199,2531.2376457265614,2388.59954777666,33605,48037,44405,43245,45564,47261,47402,46437,61817,76069,1990.7175784098608,2844.9115314867245,2629.257825644568,2559.5721137513683,2695.6139112466594,2795.321528863513,2803.730423620143,2747.215187189376,3659.996286842919,4504.203078247483
59,133,NGA,Nigeria,126060,174397,177792,159451,154612,136804,149020,136069,153293,168331,7634.643963979975,10561.19368603401,10766.18674021247,9654.494775103914,9361.385697391623,8282.71843286793,9023.152870501131,8238.569283543671,9281.90699583895,10193.01183553031,241385,352943,366886,374180,414799,460134,463447,460908,466008,518048,14611.572518009809,21364.47365042938,22208.555120620535,22651.949296655446,25113.589507171582,27859.953732136073,28061.192003526678,27908.34914833809,28217.756701850925,31366.51730332791
60,136,OMN,Oman,148,241,303,335,288,256,180,135,160,211,8.505406924112393,13.87200201019734,17.489278500254056,19.34719980265573,16.602751331001674,14.718764134775343,10.294352553557513,7.682830703785846,9.106744783256378,12.042666782371317,660,975,940,910,861,886,951,918,861,779,37.24301885148142,54.86502709821377,52.831017514746755,51.14451987249662,48.576361779042685,50.062587935073935,53.84539137313749,52.10114460167215,48.95572005802364,44.293359193386536
61,137,PAK,Pakistan,37123,50611,48906,45958,49005,65636,78671,86370,76349,53415,2062.1733890797045,2811.086047973117,2715.4813442028626,2550.4046734634057,2718.158271378784,3641.7023326386175,4365.266407806069,4791.7061884237755,4234.848769756757,2961.5868552851043,187299,247104,260253,288999,310459,298046,266535,256630,310238,453961,10399.26836260243,13720.434532857536,14453.386595412303,16053.083381005272,17247.766498710153,16558.616671743457,14809.418581084163,14260.482245926583,17239.360939807077,25223.16288712249
62,138,PLW,Palau,1102,1752,1908,1776,1506,1393,1899,2148,1791,1609,66.42058580414653,105.60760776522704,115.02923130287519,107.0706403318355,90.79272978068587,83.97957154764347,114.48228184352644,129.49342746086208,107.97959310318795,97.01054074369894,428,912,1199,1014,729,558,402,591,960,1105,25.806092525334826,54.98482175978745,72.28516812213115,61.13423209753064,43.95248047975252,33.64511640131316,24.240182647551798,35.63395499630707,57.878648251879014,66.61799593431232
